id,Authors,BestEstimate,CorrelationCoefficient,StandardError,Tstatistic,Observations,DegreesofFreedom,NumberofCountries,TotalSpending,GovernmentConsumption,PublicInvestment,SocialSpending,EducationSpending,HealthSpending,OtherSpending,TradeGlobalization,FinancialGlobalization,OverallEconomicGlobalization,ControlVariables,CountryFixedEffects,TimeFixedEffects,CrossSection,StartingYearData,EndYearData,AdvancedCountriesOnly,DevelopingCountriesOnly,MixofCountries,EconometricStrategy,OLS,RandomEffects,GMM,OtherEstimator,JournalName,YearofPublication,EconomicsJournal,JournalImpactFactor,Primary,Crossauthor,Prior,TermsOfTradeRisk,IncomeLevel,GDPgrowth,Unemployment,LaborPower,PartisanPolitics,OldAge,Democracy,GlobalizationInteracted,OtherGovSpending,LevelLevel,ChangeChange,LevelChange,ChangeLevel
17,Shelton 2007,0,0.029,0.014,2.071428571,150,86,42,0,0,0,0,0,0,1,1,0,0,"Population, Fraction of young population, fraction of old population, GDP per capita, ethnic fractionalization, religious fractionalization, Income Gini, Political rights, Majoritarian system, presidential dummy, federal system",1,0,0,1970,2000,0,0,1,Random effects,0,1,0,0,Journal of Public Economics,2007,1,1.905,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
17,Shelton 2007,0,0.048,0.022,2.181818182,164,99,43,0,0,0,0,0,0,1,1,0,0,"Population, Fraction of young population, fraction of old population, GDP per capita, ethnic fractionalization, religious fractionalization, Income Gini, Political rights, Majoritarian system, presidential dummy, federal system",1,0,0,1970,2000,0,0,1,Random effects,0,1,0,0,Journal of Public Economics,2007,1,1.905,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
17,Shelton 2007,0,0.06,0.032,1.875,89,36,31,0,0,0,0,0,0,1,1,0,0,"Population, Fraction of young population, fraction of old population, GDP per capita, ethnic fractionalization, religious fractionalization, Income Gini, Political rights, Majoritarian system, presidential dummy, federal system",1,0,0,1970,2000,0,0,1,Random effects,0,1,0,0,Journal of Public Economics,2007,1,1.905,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
17,Shelton 2007,0,0.052,0.017,3.058823529,164,99,43,0,1,0,0,0,0,0,1,0,0,"Population, Fraction of young population, fraction of old population, GDP per capita, ethnic fractionalization, religious fractionalization, Income Gini, Political rights, Majoritarian system, presidential dummy, federal system",1,0,0,1970,2000,0,0,1,Random effects,0,1,0,0,Journal of Public Economics,2007,1,1.905,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
17,Shelton 2007,0,0.017,0.009,1.888888889,158,94,42,0,0,0,0,0,0,1,1,0,0,"Population, Fraction of young population, fraction of old population, GDP per capita, ethnic fractionalization, religious fractionalization, Income Gini, Political rights, Majoritarian system, presidential dummy, federal system",1,0,0,1970,2000,0,0,1,Random effects,0,1,0,0,Journal of Public Economics,2007,1,1.905,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
18,Benarroch and Pandey 2008,1,-0.0747,0.0626,-1.193290735,437,335,96,0,1,0,0,0,0,0,1,0,0,"GDP per capita, Urban population,age dependency ratio",1,0,0,1970,2000,0,0,1,OLS,1,0,0,0,Economics Letters,2008,1,0.581,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
18,Benarroch and Pandey 2008,0,-0.0925,0.0629,-1.470588235,437,334,96,0,1,0,0,0,0,0,1,0,0,"Volatility, GDP per capita, Urban population,age dependency ratio, population",1,0,0,1970,2000,0,0,1,OLS,1,0,0,0,Economics Letters,2008,1,0.581,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
18,Benarroch and Pandey 2008,0,-0.002,0.001,-2,437,335,96,0,1,0,0,0,0,0,1,0,0,"Volatility, GDP per capita, Urban population",1,0,0,1970,2000,0,0,1,OLS,1,0,0,0,Economics Letters,2008,1,0.581,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
18,Benarroch and Pandey 2008,0,-0.002,0.001,-2,437,333,96,0,1,0,0,0,0,0,1,0,0,"Volatility, GDP per capita, Urban population,age dependency ratio",1,0,0,1970,2000,0,0,1,OLS,1,0,0,0,Economics Letters,2008,1,0.581,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
18,Benarroch and Pandey 2008,0,-0.0542,0.1272,-0.426100629,380,378,96,0,1,0,0,0,0,0,1,0,0,xxx,0,0,0,1970,2000,0,0,1,OLS,1,0,0,0,Economics Letters,2008,1,0.581,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
19,Dreher et al. 2008a,1,0.05,0.049019608,1.02,624,527,60,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.07,0.047297297,-1.48,624,527,60,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.04,0.037735849,1.06,624,527,60,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.03,0.03125,-0.96,624,527,60,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.04,0.043478261,0.92,624,527,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.07,0.044871795,-1.56,624,527,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.03,0.032608696,0.92,624,527,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.57,0.838235294,-0.68,624,527,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.77,0.793814433,0.97,624,527,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.19,0.76,-0.25,624,527,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.02,0.666666667,-0.03,624,527,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.04,0.052631579,-0.76,225,170,18,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.03,0.057692308,0.52,225,170,18,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.01,0.027027027,-0.37,225,170,18,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.02,0.037735849,0.53,225,170,18,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.03,0.037037037,0.81,225,170,18,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.03,0.045454545,-0.66,225,170,18,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.47,0.618421053,-0.76,225,170,18,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.07,0.777777778,0.09,225,170,18,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.27,0.329268293,0.82,225,170,18,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.12,0.375,0.32,225,170,18,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.1,0.082644628,1.21,66,18,10,0,0,0,0,0,0,1,1,0,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.01,0.071428571,-0.14,66,18,10,0,0,0,0,0,0,1,1,0,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.02,0.025641026,-0.78,66,18,10,0,0,0,0,0,0,1,1,0,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.09,0.132352941,-0.68,66,18,10,0,0,0,0,0,0,1,1,0,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.01,0.012987013,-0.77,66,18,10,0,0,0,0,0,0,1,1,0,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.03,0.024390244,-1.23,66,18,10,0,0,0,0,0,0,1,1,0,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.05,0.029761905,1.68,66,18,10,0,0,0,0,1,0,0,1,0,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.04,0.121212121,0.33,66,18,10,0,0,0,1,0,0,0,1,0,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19,Dreher et al. 2008a,0,-0.01,0.025641026,-0.39,66,18,10,0,0,0,0,0,0,1,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.01,0.025641026,0.39,66,18,10,0,0,0,0,0,0,1,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.01,0.013513514,0.74,66,18,10,0,0,0,0,0,0,1,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.03,0.048387097,0.62,66,18,10,0,0,0,0,0,0,1,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.01,0.011494253,-0.87,66,18,10,0,0,0,0,0,0,1,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.02,0.024691358,-0.81,66,18,10,0,0,0,0,0,1,0,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.01,0.010309278,-0.97,66,18,10,0,0,0,0,1,0,0,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.02,0.037735849,-0.53,66,18,10,0,0,0,1,0,0,0,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19,Dreher et al. 2008a,0,-1.17,1.193877551,-0.98,66,18,10,0,0,0,0,0,0,1,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.21,0.411764706,-0.51,66,18,10,0,0,0,0,0,0,1,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,1.42,2.366666667,0.6,66,18,10,0,0,0,0,0,0,1,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.04,0.19047619,0.21,66,18,10,0,0,0,0,0,0,1,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.43,0.380530973,-1.13,66,18,10,0,0,0,0,0,0,1,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.47,1,-0.47,66,18,10,0,0,0,0,0,1,0,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.51,0.165584416,3.08,66,18,10,0,0,0,0,0,0,1,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.17,0.586206897,-0.29,66,18,10,0,0,0,0,1,0,0,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.59,1.84375,0.32,66,18,10,0,0,0,1,0,0,0,0,1,0,"Expenditure shares of trading partners, Government expenditure to GDP, Interest rate, Age dependency ratio",1,0,0,1991,2000,1,0,0,Seemingly Unrelated Regression,0,0,0,1,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19,Dreher et al. 2008a,0,-0.1,0.151515152,-0.66,624,587,60,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.21,0.170731707,-1.23,624,587,60,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.21,0.12,1.75,624,587,60,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.14,0.12962963,-1.08,624,587,60,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.03,0.083333333,0.36,624,587,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.06,0.053571429,-1.12,624,587,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.03,0.06122449,-0.49,624,587,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.02,0.041666667,-0.48,624,587,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,1.3,3.25,0.4,624,587,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.77,2.333333333,0.33,624,587,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.83,1.930232558,-0.43,624,587,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.93,1.453125,-0.64,624,587,60,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,0,0,1,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.09,0.044554455,2.02,225,188,18,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.02,0.039215686,-0.51,225,188,18,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.02,0.02247191,-0.89,225,188,18,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.2,0.101010101,-1.98,225,188,18,0,0,0,0,0,0,1,1,0,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.05,0.031847134,1.57,225,188,18,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.04,0.036697248,-1.09,225,188,18,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,0.03,0.0234375,1.28,225,188,18,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-0.03,0.02238806,-1.34,225,188,18,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,-2.76,1.145228216,-2.41,225,188,18,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19,Dreher et al. 2008a,0,2.45,1.842105263,1.33,225,188,18,0,0,0,0,0,0,1,0,1,0,"Government expenditures to GDP, inflation, age dependency ratio",1,0,0,1971,2001,1,0,0,GMM,0,0,1,0,Public Choice,2008,1,1.064,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
